xt,yt,xf,yf
0.0,-2.1316282072803006e-17,0.0,(-7.845170699019019e-07-0j)
5e-06,0.031410759078128264,16.668055671305943,(-7.847341388353433e-07-1.6638421490781862e-06j)
1e-05,0.06279051952931335,33.336111342611886,(-7.853846221669832e-07-3.3332184119111505e-06j)
1.5e-05,0.0941083133185143,50.00416701391783,(-7.864718468302915e-07-5.013709493060027e-06j)
2e-05,0.12533323356430423,66.67222268522377,(-7.879982516541585e-07-6.710988524303118e-06j)
2.5e-05,0.15643446504023084,83.34027835652972,(-7.899705145995306e-07-8.430869353053276e-06j)
3e-05,0.18738131458572457,100.00833402783566,(-7.923933489642199e-07-1.0179357014364613e-05j)
3.5e-05,0.21814324139654248,116.6763896991416,(-7.952765009130218e-07-1.1962702572195161e-05j)
4e-05,0.24868988716485477,133.34444537044754,(-7.986290330457093e-07-1.3787457237184427e-05j)
4.5e-05,0.2789911060392293,150.0125010417535,(-8.02462768233008e-07-1.566053812702777e-05j)
5e-05,0.3090169943749474,166.68055671305945,(-8.067910370400168e-07-1.758929504929978e-05j)
5.5e-05,0.33873792024529137,183.34861238436537,(-8.116295050241239e-07-1.9581585697643537e-05j)
6e-05,0.3681245526846779,200.01666805567132,(-8.169949483754102e-07-2.1645862125419472e-05j)
6.5e-05,0.3971478906347805,216.68472372697727,(-8.229079778337168e-07-2.3791264407105697e-05j)
7e-05,0.4257792915650726,233.3527793982832,(-8.293901810824029e-07-2.6027730032894552e-05j)
7.5e-05,0.4539904997395468,250.02083506958914,(-8.364667256351229e-07-2.8366116226018568e-05j)
8e-05,0.4817536741017153,266.6888907408951,(-8.44165186472986e-07-3.08183427052297e-05j)
8.5e-05,0.5090414157503713,283.356946412201,(-8.525165981842294e-07-3.339755303486739e-05j)
9e-05,0.5358267949789967,300.025002083507,(-8.615556427130169e-07-3.611830725354739e-05j)
9.5e-05,0.5620833778521306,316.6930577548129,(-8.713205275517835e-07-3.89967980065739e-05j)
0.0001,0.5877852522924731,333.3611134261189,(-8.818541974850574e-07-4.205111359983801e-05j)
0.000105,0.6129070536529764,350.0291690974248,(-8.932043506741562e-07-4.5301538218463645e-05j)
0.00011,0.6374239897486896,366.69722476873073,(-9.05424385261256e-07-4.877091357575733e-05j)
0.000115,0.6613118653236518,383.3652804400367,(-9.185731972773406e-07-5.248506394687558e-05j)
0.00012,0.6845471059286886,400.03333611134263,(-9.327175241293434e-07-5.647330697327605e-05j)
0.000125,0.7071067811865475,416.70139178264856,(-9.479314240510011e-07-6.076906204114216e-05j)
0.00013,0.7289686274214113,433.36944745395454,(-9.642986307149256e-07-6.541058933029887e-05j)
0.000135,0.7501110696304595,450.03750312526046,(-9.819119654441883e-07-7.044187997218746e-05j)
0.00014,0.7705132427757891,466.7055587965664,(-1.000877939808851e-06-7.591374406732307e-05j)
0.000145,0.7901550123756903,483.37361446787236,(-1.0213156612390895e-06-8.188514548857573e-05j)
0.00015,0.8090169943749473,500.0416701391783,(-1.043359136947531e-06-8.842484658803755e-05j)
0.000155,0.8270805742745617,516.7097258104842,(-1.0671648796224512e-06-9.561344640724291e-05j)
0.00016,0.8443279255020151,533.3777814817902,(-1.0929047029242318e-06-0.00010354594600039174j)
0.000165,0.8607420270039435,550.0458371530962,(-1.1207838525917232e-06-0.00011233494824287136j)
0.00017,0.8763066800438636,566.713892824402,(-1.1510305332262736e-06-0.0001221147585791978j)
0.000175,0.8910065241883678,583.381948495708,(-1.1839141696541414e-06-0.0001330465959345981j)
0.00018,0.9048270524660196,600.050004167014,(-1.2197439999592358e-06-0.00014532534855580945j)
0.000185,0.917754625683981,616.7180598383198,(-1.25888433852565e-06-0.00015918836708741485j)
0.00019,0.9297764858882512,633.3861155096258,(-1.3017609614290435e-06-0.00017492705027261567j)
0.000195,0.9408807689542256,650.0541711809318,(-1.3488759167723575e-06-0.00019290226672620813j)
0.0002,0.9510565162951536,666.7222268522378,(-1.400827079884527e-06-0.00021356513262861274j)
0.000205,0.9602936856769431,683.3902825235436,(-1.458332558266821e-06-0.0002374853704867587j)
0.00021,0.9685831611286312,700.0583381948496,(-1.5222551041126814e-06-0.000265390536059938j)
0.000215,0.9759167619387472,716.7263938661556,(-1.5936432307023989e-06-0.00029822110288886826j)
0.00022,0.9822872507286886,733.3944495374615,(-1.6737840426412538e-06-0.00033720908156879825j)
0.000225,0.9876883405951375,750.0625052087674,(-1.7642676214908797e-06-0.0003839921952306279j)
0.00023,0.992114701314478,766.7305608800734,(-1.8670740835467072e-06-0.0004407828267146697j)
0.000235,0.99556196460308,783.3986165513793,(-1.984692258178261e-06-0.0005106230629364727j)
0.00024,0.9980267284282716,800.0666722226853,(-2.1202665057474903e-06-0.0005977777720476657j)
0.000245,0.9995065603657316,816.7347278939912,(-2.277777471096325e-06-0.0007083529182445761j)
0.00025,1.0,833.4027835652971,(-2.4622220498003853e-06-0.0008512852461905539j)
0.000255,0.9995065603657316,850.0708392366031,(-2.679669559944326e-06-0.0010399379599831927j)
0.00026,0.9980267284282716,866.7388949079091,(-2.9367250508895995e-06-0.0012946119665977994j)
0.000265,0.99556196460308,883.4069505792149,(-3.237727334677122e-06-0.0016459719831009075j)
0.00027,0.992114701314478,900.0750062505209,(-3.573028026142729e-06-0.0021362206896280407j)
0.000275,0.9876883405951378,916.7430619218269,(-3.86725272182413e-06-0.0027911125018879926j)
0.00028,0.9822872507286888,933.4111175931328,(-3.693683206078067e-06-0.0033266474507534735j)
0.000285,0.9759167619387474,950.0791732644387,(3.9069675734029534e-07+0.0007603114648027391j)
0.00029,0.9685831611286312,966.7472289357447,(-0.12571277338022901-240.09330193130324j)
0.000295,0.9602936856769432,983.4152846070507,(0.3927012761328772+1500.009110044774j)
0.0003,0.9510565162951536,1000.0833402783566,(-1.9630694954272782e-07-2519.789993754952j)
0.000305,0.9408807689542256,1016.7513959496625,(-0.3927016686195489+1500.0091098364828j)
0.00031,0.9297764858882516,1033.4194516209684,(0.12571238074492044-240.09330234801146j)
0.000315,0.9177546256839813,1050.0875072922745,(-7.834589174382394e-07+0.0007596859561047207j)
0.00032,0.9048270524660196,1066.7555629635804,(3.3007299364350524e-06-0.0033274822732158186j)
0.000325,0.8910065241883681,1083.4236186348862,(3.474053696287268e-06-0.0027921573363837793j)
0.00033,0.8763066800438637,1100.0916743061923,(3.1795283346307565e-06-0.002137476410081782j)
0.000335,0.8607420270039436,1116.7597299774982,(2.8438717905016035e-06-0.0016474396433106531j)
0.00034,0.8443279255020152,1133.427785648804,(2.5424575526244623e-06-0.0012962928012698709j)
0.000345,0.827080574274562,1150.0958413201101,(2.284934889414802e-06-0.0010418333876418238j)
0.00035,0.8090169943749475,1166.763896991416,(2.066963309657399e-06-0.0008533968716999407j)
0.000355,0.7901550123756905,1183.4319526627219,(1.8819380196992078e-06-0.0007106825374026642j)
0.00036,0.7705132427757893,1200.100008334028,(1.72378959616705e-06-0.0006003273742849826j)
0.000365,0.7501110696304597,1216.7680640053338,(1.5875194353722156e-06-0.0005133948355380824j)
0.00037,0.7289686274214118,1233.4361196766397,(1.4691471890557674e-06-0.0004437791612025005j)
0.000375,0.7071067811865476,1250.1041753479458,(1.365527637957092e-06-0.000387215690720101j)
0.00038,0.6845471059286888,1266.7722310192516,(1.2741715008314848e-06-0.00034066255086273784j)
0.000385,0.6613118653236522,1283.4402866905575,(1.193097021463312e-06-0.0003019075798907204j)
0.00039,0.6374239897486899,1300.1083423618636,(1.1207140927800803e-06-0.0002693132818930965j)
0.000395,0.6129070536529768,1316.7763980331695,(1.0557350696828932e-06-0.0002416478801144003j)
0.0004,0.5877852522924732,1333.4444537044756,(9.971097541793918e-07-0.00021797114320128017j)
0.000405,0.5620833778521308,1350.1125093757814,(9.43973456860449e-07-0.00019755576776232122j)
0.00041,0.535826794978997,1366.7805650470873,(8.956091674369982e-07-0.00017983229212973186j)
0.000415,0.5090414157503714,1383.4486207183934,(8.514171519968056e-07-0.00016434986901530627j)
0.00042,0.4817536741017156,1400.1166763896993,(8.108934628000755e-07-0.00015074791221082788j)
0.000425,0.4539904997395473,1416.7847320610051,(7.73610835334339e-07-0.00013873531600623563j)
0.00043,0.4257792915650729,1433.4527877323112,(7.392048258216009e-07-0.00012807503557472243j)
0.000435,0.39714789063478106,1450.120843403617,(7.073630634441977e-07-0.00011857250323666315j)
0.00044,0.3681245526846781,1466.788899074923,(6.77818117256973e-07-0.00011006682874915562j)
0.000445,0.33873792024529176,1483.456954746229,(6.503337717333432e-07-0.00010242406436806293j)
0.00045,0.30901699437494795,1500.125010417535,(6.247108188918519e-07-9.553196307397885e-05j)
0.000455,0.27899110603922955,1516.7930660888408,(6.007684676636129e-07-8.929591747100498e-05j)
0.00046,0.24868988716485477,1533.4611217601469,(5.783535954107526e-07-8.36357251692073e-05j)
0.000465,0.21814324139654276,1550.1291774314527,(5.573277260448978e-07-7.848305041793816e-05j)
0.00047,0.18738131458572502,1566.7972331027586,(5.375694203162662e-07-7.377937593315036e-05j)
0.000475,0.15643446504023095,1583.4652887740647,(5.189710549285947e-07-6.947436108088921e-05j)
0.00048,0.12533323356430454,1600.1333444453705,(5.014366730540967e-07-6.552451144086608e-05j)
0.000485,0.09410831331851434,1616.8014001166764,(4.848803823427661e-07-6.189209088862883e-05j)
0.00049,0.06279051952931354,1633.4694557879825,(4.6922497137843076e-07-5.8544233264939666e-05j)
0.000495,0.03141075907812866,1650.1375114592884,(4.5440163393533183e-07-5.545220751060585e-05j)
0.0005,1.0114839784193232e-16,1666.8055671305942,(4.4034789481144436e-07-5.2590810175247504e-05j)
0.000505,-0.031410759078128014,1683.4736228019003,(4.270075990472252e-07-4.993785745436096e-05j)
0.00051,-0.06279051952931337,1700.1416784732062,(4.1432916912608804e-07-4.747376343777232e-05j)
0.000515,-0.09410831331851413,1716.809734144512,(4.0226724666419806e-07-4.5181183625972534e-05j)
0.00052,-0.12533323356430348,1733.4777898158181,(3.907787392635297e-07-4.3044712404797944e-05j)
0.000525,-0.15643446504023034,1750.145845487124,(3.7982585114426e-07-4.1050632524727584e-05j)
0.00053,-0.18738131458572435,1766.8139011584299,(3.6937328920565854e-07-3.918669462603293e-05j)
0.000535,-0.2181432413965421,1783.481956829736,(3.5938871220484214e-07-3.7441935723419385e-05j)
0.00054,-0.24868988716485457,1800.1500125010418,(3.4984288225827145e-07-3.580651831964522e-05j)
0.000545,-0.2789911060392289,1816.8180681723477,(3.407086959888405e-07-3.4271596992543295e-05j)
0.00055,-0.3090169943749473,1833.4861238436538,(3.3196106304897836e-07-3.282919866197228e-05j)
